dataset,seed,n_test,model,method,roc_auc,pr_auc
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,B1_raw,1.0,1.0
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.747855,0.619447834196611
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.963005,0.9284070183236428
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.931175,0.8189197121457831
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,1.0,1.0
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,B1_raw,1.0,1.0
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,2,1200,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.7252000000000001,0.6030409793724117
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.958555,0.9257280939643797
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.9343949999999999,0.818287765350648
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,1.0,1.0
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,B1_raw,1.0,1.0
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,3,1200,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.72719,0.5819566232656481
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9576600000000001,0.9144529202486086
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.950105,0.8654425734220307
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,1.0,1.0
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,B1_raw,1.0,1.0
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,4,1200,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,A1_naive_cosine_raw,0.9842125,0.9656033256803731
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,A1b_cosine_whitened,0.998925,0.9978919290049676
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.9953375,0.9914764661309327
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9343624999999999,0.9011321424127791
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,B1_discriminant_mean_raw,0.9872875,0.9757354258056627
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9990125,0.9980406697756184
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.9965124999999999,0.9934295167340579
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.9842124999999999,0.97110264113291
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,C1_logreg_raw,0.9986125,0.9973622538201884
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,C1b_logreg_whitened,0.9989,0.997791566111478
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,B1_raw,0.9872875,0.9757354258056627
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,B1b_SigmaT_wh,0.9990125,0.9980406697756184
HarmBench_BB_Mixed,0,600,all-mpnet-base-v2,B1w_SigmaW_wh,0.9991375,0.9983023573188983
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,A1_naive_cosine_raw,0.985675,0.9665483486049143
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,A1b_cosine_whitened,0.9979250000000001,0.9959597672915286
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.9954375,0.9914443730454578
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.942625,0.9149317992429034
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,B1_discriminant_mean_raw,0.990475,0.9808509710086645
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9982500000000001,0.9965387687768057
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.9984500000000001,0.9969829036983188
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.988375,0.9776660053979063
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,C1_logreg_raw,0.999175,0.9984104400365208
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,C1b_logreg_whitened,0.9982125,0.9964570360226599
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,B1_raw,0.990475,0.9808509710086645
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,B1b_SigmaT_wh,0.9982500000000001,0.9965387687768057
HarmBench_BB_Mixed,1,600,all-mpnet-base-v2,B1w_SigmaW_wh,0.998725,0.9974868549344676
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,A1_naive_cosine_raw,0.9812125,0.9596608222072851
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,A1b_cosine_whitened,0.9996124999999999,0.9991936134965687
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.994925,0.9905351286937886
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.919375,0.8784870706177504
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,B1_discriminant_mean_raw,0.9859,0.9718001113425543
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9996625,0.999307980798036
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.9970749999999999,0.9949413535889673
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.9836875,0.9650319752510106
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,C1_logreg_raw,0.9980625,0.996627808043851
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,C1b_logreg_whitened,0.999625,0.9992132810163056
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,B1_raw,0.9859,0.9718001113425543
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,B1b_SigmaT_wh,0.9996625,0.999307980798036
HarmBench_BB_Mixed,2,600,all-mpnet-base-v2,B1w_SigmaW_wh,0.9998,0.9995909321112335
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,A1_naive_cosine_raw,0.983825,0.9672879725712724
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,A1b_cosine_whitened,0.999175,0.99840027996832
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.9952875,0.9914815591348519
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.954575,0.9271056400964476
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,B1_discriminant_mean_raw,0.9878625,0.9764752418780615
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9990625,0.9981648133497771
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.99735,0.9950052221707397
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.9920125,0.982999942151389
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,C1_logreg_raw,0.9984,0.996892747383133
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,C1b_logreg_whitened,0.99905,0.9981526509815802
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,B1_raw,0.9878625,0.9764752418780615
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,B1b_SigmaT_wh,0.9990625,0.9981648133497771
HarmBench_BB_Mixed,3,600,all-mpnet-base-v2,B1w_SigmaW_wh,0.9993125,0.9986544997792026
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,A1_naive_cosine_raw,0.984325,0.9654495077412748
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,A1b_cosine_whitened,0.9996125,0.9992384083123651
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.9951874999999999,0.9910724587455677
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.962175,0.9300885105269132
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,B1_discriminant_mean_raw,0.9856375,0.9710234311676934
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9996875,0.9993770472054564
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.9975375,0.9950669817037662
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.992075,0.9830649619127391
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,C1_logreg_raw,0.998625,0.9974032366152852
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,C1b_logreg_whitened,0.999525,0.9990745530111241
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,B1_raw,0.9856375,0.9710234311676934
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,B1b_SigmaT_wh,0.9996875,0.9993770472054564
HarmBench_BB_Mixed,4,600,all-mpnet-base-v2,B1w_SigmaW_wh,0.9996875000000001,0.9993707417074927
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,A1_naive_cosine_raw,0.9537874999999999,0.9274736895015592
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,A1b_cosine_whitened,0.998,0.9958608952937856
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9851000000000001,0.9811655117951043
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.926575,0.8783076030516854
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,B1_discriminant_mean_raw,0.9764625,0.9468771407926767
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.998275,0.9964774529366183
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.992275,0.9836638276077352
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9794625000000001,0.961386123899842
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,C1_logreg_raw,0.9967874999999999,0.9936312405702737
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,C1b_logreg_whitened,0.9983125,0.9965646849226577
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,B1_raw,0.9764625,0.9468771407926767
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,B1b_SigmaT_wh,0.998275,0.9964774529366183
HarmBench_BB_Mixed,0,600,bge-base-en-v1.5,B1w_SigmaW_wh,0.9990249999999999,0.9980421220434486
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,A1_naive_cosine_raw,0.96365,0.9402518663285012
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,A1b_cosine_whitened,0.9986125,0.997288592675128
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9898125,0.9859325439857393
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9463125000000001,0.9138089405425449
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,B1_discriminant_mean_raw,0.9847,0.9650999751446279
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9987499999999999,0.9975405011790643
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9960249999999999,0.9912649115681308
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9885875000000001,0.9785713262774038
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,C1_logreg_raw,0.9986,0.9972302607989658
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,C1b_logreg_whitened,0.9987125,0.9974378448632258
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,B1_raw,0.9847,0.9650999751446279
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,B1b_SigmaT_wh,0.9987499999999999,0.9975405011790643
HarmBench_BB_Mixed,1,600,bge-base-en-v1.5,B1w_SigmaW_wh,0.99905,0.9981219154572702
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,A1_naive_cosine_raw,0.950425,0.9147646370439025
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,A1b_cosine_whitened,0.9987125,0.9974725323316878
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9915125,0.9851454867072216
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9000625,0.84462163476034
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,B1_discriminant_mean_raw,0.9767625,0.9533235256256093
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9988374999999999,0.9977286144275809
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9937500000000001,0.9883833142912885
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9764750000000001,0.9513862390279069
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,C1_logreg_raw,0.9964500000000001,0.9938365140375852
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,C1b_logreg_whitened,0.9987874999999999,0.9976514372260402
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,B1_raw,0.9767625,0.9533235256256093
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,B1b_SigmaT_wh,0.9988374999999999,0.9977286144275809
HarmBench_BB_Mixed,2,600,bge-base-en-v1.5,B1w_SigmaW_wh,0.999225,0.9985082523379982
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,A1_naive_cosine_raw,0.9624875,0.9353593712614855
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,A1b_cosine_whitened,0.9991125,0.9982860022609421
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9889375,0.9844166199632592
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9468624999999999,0.9158031282502426
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,B1_discriminant_mean_raw,0.9864375,0.9704225885308392
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9991625,0.9983687427319845
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9958750000000001,0.9917818428045235
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.989725,0.9788018548583832
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,C1_logreg_raw,0.9978875,0.9958601000803304
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,C1b_logreg_whitened,0.9991375,0.9983063961639055
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,B1_raw,0.9864375,0.9704225885308392
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,B1b_SigmaT_wh,0.9991625,0.9983687427319845
HarmBench_BB_Mixed,3,600,bge-base-en-v1.5,B1w_SigmaW_wh,0.999425,0.9988882589534499
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,A1_naive_cosine_raw,0.9578875000000001,0.9232095743093275
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,A1b_cosine_whitened,0.998575,0.9969739528153955
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9875625,0.9802967591809582
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9134875,0.856836120087123
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,B1_discriminant_mean_raw,0.9791375,0.954569867438231
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9989,0.9976861916749209
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.99375,0.985355472327256
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9728125,0.9456415197224791
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,C1_logreg_raw,0.9972624999999999,0.9945974386030084
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,C1b_logreg_whitened,0.9989125,0.9976981230780355
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,B1_raw,0.9791375,0.954569867438231
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,B1b_SigmaT_wh,0.9989,0.9976861916749209
HarmBench_BB_Mixed,4,600,bge-base-en-v1.5,B1w_SigmaW_wh,0.999175,0.9982772619139076
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,A1_naive_cosine_raw,0.9760249999999999,0.9518024261089888
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,A1b_cosine_whitened,0.9994625,0.9990631513189265
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9949250000000001,0.9916417989757739
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9331,0.8747592187945442
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9871125,0.971419724601015
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9995875,0.999260961143247
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9955750000000001,0.9914446097403824
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9824875,0.960682605227572
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,C1_logreg_raw,0.997075,0.9936616906829622
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,C1b_logreg_whitened,0.9996125,0.9993055350998312
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,B1_raw,0.9871125,0.971419724601015
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,B1b_SigmaT_wh,0.9995875,0.999260961143247
HarmBench_BB_Mixed,0,600,bge-large-en-v1.5,B1w_SigmaW_wh,0.999725,0.9994801196786345
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,A1_naive_cosine_raw,0.9813875,0.963090719618637
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,A1b_cosine_whitened,0.9996375,0.999285007550908
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9958625,0.9923309786248747
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9454374999999999,0.9002176262010345
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9924249999999999,0.9843782056829927
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9997625,0.9995346625327781
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.998175,0.9965018000918883
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9873000000000001,0.9730653998568137
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,C1_logreg_raw,0.99905,0.9979345755670898
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,C1b_logreg_whitened,0.9997625,0.9995308784894095
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,B1_raw,0.9924249999999999,0.9843782056829927
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,B1b_SigmaT_wh,0.9997625,0.9995346625327781
HarmBench_BB_Mixed,1,600,bge-large-en-v1.5,B1w_SigmaW_wh,0.99985,0.9997054846406246
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,A1_naive_cosine_raw,0.9705874999999999,0.9417445774005363
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,A1b_cosine_whitened,0.9995,0.9990554521629392
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.994575,0.9903732695017928
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.8976875,0.8409399698458724
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9857625,0.9705494767372596
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9995875,0.9992169055065401
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9972125000000001,0.9946258957430557
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9785874999999999,0.9527290728420753
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,C1_logreg_raw,0.9970249999999999,0.9944369690209998
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,C1b_logreg_whitened,0.9995749999999999,0.9991922424705093
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,B1_raw,0.9857625,0.9705494767372596
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,B1b_SigmaT_wh,0.9995875,0.9992169055065401
HarmBench_BB_Mixed,2,600,bge-large-en-v1.5,B1w_SigmaW_wh,0.9998124999999999,0.999631940521507
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,A1_naive_cosine_raw,0.9794749999999999,0.9592232512803482
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,A1b_cosine_whitened,0.9995375,0.9991061702734668
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9958500000000001,0.9924646584673381
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.92785,0.8913338346511916
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9915,0.9832117585510514
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9995625,0.9991515671716568
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9966375000000001,0.9933578107787243
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9873625,0.9743213236224617
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,C1_logreg_raw,0.9985125,0.9971103519386301
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,C1b_logreg_whitened,0.9995625,0.9991474797620408
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,B1_raw,0.9915,0.9832117585510514
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,B1b_SigmaT_wh,0.9995625,0.9991515671716568
HarmBench_BB_Mixed,3,600,bge-large-en-v1.5,B1w_SigmaW_wh,0.9997874999999999,0.9995839100386206
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,A1_naive_cosine_raw,0.9757,0.9530110472654
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,A1b_cosine_whitened,0.9996375000000001,0.9992558118803005
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9948625,0.9909477239517058
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9166624999999999,0.8502628817363446
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9881875,0.9735111704175943
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9997125,0.9994055514068982
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.996925,0.9930620873325124
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9833624999999999,0.9648292334208093
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,C1_logreg_raw,0.99705,0.9936723387890768
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,C1b_logreg_whitened,0.9996125,0.9991898710909595
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,B1_raw,0.9881875,0.9735111704175943
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,B1b_SigmaT_wh,0.9997125,0.9994055514068982
HarmBench_BB_Mixed,4,600,bge-large-en-v1.5,B1w_SigmaW_wh,0.9996375000000001,0.9992479145600517
